ProductID,ProductName,Category,Price,StockQuantity,SupplierID,WarrantyMonths,Rating
2951,Product_2951,Audio,30225.58,182,20,36,2.8
2952,Product_2952,Wearables,33419.32,371,45,12,2.6
2953,Product_2953,Electronics,9180.88,56,7,36,2.6
2954,Product_2954,Home Appliances,45763.39,388,14,12,3
2955,Product_2955,Wearables,21229.14,150,9,36,3.3
2956,Product_2956,Home Appliances,19465.36,384,19,6,4.5
2957,Product_2957,Wearables,26186.43,415,47,24,2.4
2958,Product_2958,Home Appliances,2824.82,127,14,24,4.2
2959,Product_2959,Wearables,8731.03,286,38,6,3.6
2960,Product_2960,Electronics,37032.66,223,36,12,2.9
2961,Product_2961,Accessories,4598.53,229,40,12,3.5
2962,Product_2962,Audio,30356.03,402,17,12,2.9
2963,Product_2963,Home Appliances,12644.78,35,30,6,3.8
2964,Product_2964,Wearables,19770.13,18,9,12,3.3
2965,Product_2965,Electronics,14790.34,280,33,6,2.5
2966,Product_2966,Electronics,18105.8,19,25,36,2.3
2967,Product_2967,Audio,36092.77,481,14,36,3.6
2968,Product_2968,Wearables,15207.52,387,11,6,4.7
2969,Product_2969,Accessories,28537.03,130,35,24,3
2970,Product_2970,Home Appliances,24064.49,134,41,36,4.2
2971,Product_2971,Accessories,33351.72,179,14,12,4
2972,Product_2972,Smart Devices,46873.07,81,30,6,4.8
2973,Product_2973,Electronics,36762.32,161,41,12,4.5
2974,Product_2974,Electronics,11139.55,217,4,12,3.7
2975,Product_2975,Audio,2043.57,58,4,24,4
2976,Product_2976,Wearables,13482.07,163,28,12,4.7
2977,Product_2977,Smart Devices,29956.36,356,8,24,3.2
2978,Product_2978,Smart Devices,3045.58,302,2,36,3
2979,Product_2979,Smart Devices,25070.13,77,41,6,2
2980,Product_2980,Wearables,30043.72,59,46,12,4.5
2981,Product_2981,Home Appliances,17045.07,161,22,6,4.4
2982,Product_2982,Electronics,38660.15,28,41,12,2.3
2983,Product_2983,Wearables,5776.61,109,16,6,3.7
2984,Product_2984,Smart Devices,4219.32,69,29,12,3.4
2985,Product_2985,Electronics,36545.34,176,49,12,2.4
2986,Product_2986,Electronics,25026.82,211,48,12,4.9
2987,Product_2987,Smart Devices,34575.92,354,30,12,2.6
2988,Product_2988,Smart Devices,22023.95,155,12,12,2.2
2989,Product_2989,Electronics,12696.9,412,35,12,3.8
2990,Product_2990,Audio,41045.56,173,11,12,4.2
2991,Product_2991,Accessories,40071.09,467,46,12,2.1
2992,Product_2992,Accessories,34887.48,490,50,12,4
2993,Product_2993,Electronics,13971.18,448,21,6,3.6
2994,Product_2994,Home Appliances,29716.42,251,21,24,2.3
2995,Product_2995,Home Appliances,18368.21,78,5,12,2.5
2996,Product_2996,Audio,5033.31,184,48,24,3.7
2997,Product_2997,Wearables,45907.02,58,20,12,2.9
2998,Product_2998,Electronics,7272.52,492,37,12,4.8
2999,Product_2999,Home Appliances,47536.75,117,3,6,4.5
3000,Product_3000,Electronics,22577.29,235,44,36,5
3001,Product_3001,Audio,9664.08,170,33,36,2.8
3002,Product_3002,Smart Devices,27324.1,128,9,6,4.9
3003,Product_3003,Audio,43710.82,158,9,24,3.3
3004,Product_3004,Audio,36745.13,474,4,36,3
3005,Product_3005,Audio,40424.78,159,35,6,2.2
3006,Product_3006,Home Appliances,33109.78,441,17,6,2.2
3007,Product_3007,Audio,34767.69,302,34,36,4.1
3008,Product_3008,Smart Devices,42535.18,152,24,24,3.4
3009,Product_3009,Smart Devices,12858.57,428,32,6,2.7
3010,Product_3010,Smart Devices,24726.54,485,1,12,3.8
3011,Product_3011,Wearables,11449.87,464,8,24,2.8
3012,Product_3012,Audio,49389.57,169,45,24,3.7
3013,Product_3013,Smart Devices,47230.94,20,23,36,3.1
3014,Product_3014,Wearables,2451.63,147,47,36,4.5
3015,Product_3015,Audio,35425.97,466,40,12,4.5
3016,Product_3016,Audio,46299.79,87,12,6,3.4
3017,Product_3017,Electronics,9438.48,86,12,36,3.1
3018,Product_3018,Audio,28613.29,450,46,36,3.1
3019,Product_3019,Accessories,45816.67,263,47,24,4.4
3020,Product_3020,Electronics,2180.33,418,15,36,3
3021,Product_3021,Home Appliances,35022.3,267,41,36,2.6
3022,Product_3022,Accessories,15218.78,329,19,36,2.3
3023,Product_3023,Home Appliances,46257.61,300,26,36,3.4
3024,Product_3024,Wearables,48567.38,272,29,24,3.4
3025,Product_3025,Accessories,47241.19,94,22,12,4.5
3026,Product_3026,Electronics,23973.6,155,40,12,2.7
3027,Product_3027,Home Appliances,43171.11,332,21,6,3.1
3028,Product_3028,Home Appliances,42305.2,51,38,36,4.4
3029,Product_3029,Home Appliances,16295.47,383,20,24,4.5
3030,Product_3030,Audio,41531.32,134,29,6,3.2
3031,Product_3031,Electronics,2331.88,176,4,6,3.4
3032,Product_3032,Home Appliances,30015.36,434,7,12,2.9
3033,Product_3033,Electronics,11885.44,250,28,24,4.8
3034,Product_3034,Smart Devices,6468.06,468,28,24,2.4
3035,Product_3035,Smart Devices,4309.18,496,4,24,4.8
3036,Product_3036,Accessories,34966.29,289,22,12,4.1
3037,Product_3037,Audio,17323.81,197,12,12,3.6
3038,Product_3038,Smart Devices,36375.96,311,45,12,2.1
3039,Product_3039,Wearables,3735.14,28,3,12,3.4
3040,Product_3040,Electronics,16106.87,77,22,12,3.2
3041,Product_3041,Home Appliances,27204.82,227,44,36,2.5
3042,Product_3042,Wearables,39640.8,111,2,36,4
3043,Product_3043,Accessories,16278.25,51,24,24,4.9
3044,Product_3044,Wearables,31481.62,297,34,6,3.7
3045,Product_3045,Accessories,44355.9,176,27,24,4.1
3046,Product_3046,Smart Devices,30985.23,118,41,6,2.2
3047,Product_3047,Electronics,12031.49,45,1,12,3.3
3048,Product_3048,Accessories,1707.84,241,8,6,2.3
3049,Product_3049,Home Appliances,43569.89,238,23,24,3.8
3050,Product_3050,Wearables,1552.84,362,38,24,4.8
