CustomerID,LastPurchaseDate,InactiveDays,ChurnProbability,CustomerValue,PurchaseFrequency,ChurnStatus
CUST_4033,2/14/2023,352,0.92,24209.04,24,Active
CUST_8203,4/6/2020,85,0.1,44901.21,24,At Risk
CUST_2758,2/7/2020,348,0.13,20042.64,19,Churned
CUST_3963,1/4/2022,232,0.56,47689.55,47,Churned
CUST_6813,6/18/2021,300,0.89,24514.03,2,At Risk
CUST_7219,1/1/2022,138,0.97,48702.13,14,At Risk
CUST_7948,10/18/2023,145,0.05,905.82,32,At Risk
CUST_4510,11/20/2020,121,0.36,44991.36,42,At Risk
CUST_9425,12/23/2020,167,0.21,46590.46,32,At Risk
CUST_4728,10/28/2022,332,0.76,48070.54,28,At Risk
CUST_7677,3/6/2020,86,0.64,1147.29,48,At Risk
CUST_2848,5/10/2020,79,0.12,8999.19,39,At Risk
CUST_6149,11/22/2021,100,0.48,32861.34,40,At Risk
CUST_3025,5/31/2022,111,0.69,1760.9,42,At Risk
CUST_8633,8/21/2020,134,0.78,3648.65,47,At Risk
CUST_2807,6/18/2023,117,0.02,11443.4,40,Active
CUST_9515,4/9/2021,31,0.89,25865.77,13,Active
CUST_3226,9/4/2020,113,0.57,27522.18,12,At Risk
CUST_9123,2/24/2023,72,0.81,2195.93,8,Active
CUST_6918,4/3/2021,183,0.81,8933.18,15,At Risk
CUST_5723,9/23/2022,356,0.19,25235.43,26,Churned
CUST_1665,6/12/2021,123,0.11,29900.06,12,Active
CUST_2347,11/27/2021,327,0.72,7845.88,43,At Risk
CUST_6375,12/28/2021,162,0.16,20242.65,46,Active
CUST_9088,4/5/2020,94,0.85,45267.87,27,At Risk
CUST_2895,2/14/2023,319,0.73,49945.51,18,Churned
CUST_7304,7/1/2021,286,0.84,49367.12,45,Churned
CUST_5646,11/5/2020,242,0.3,44142.89,36,Churned
CUST_8486,11/14/2023,177,0.32,20035.67,49,Churned
CUST_6111,11/21/2022,90,0.67,34485.43,27,Active
CUST_8273,5/22/2023,178,0.03,21121.32,9,At Risk
CUST_4700,10/3/2023,117,0.73,32602.09,39,Active
CUST_7672,8/1/2020,353,0.84,15816.91,1,Active
CUST_5761,12/17/2023,307,0.42,30507.01,7,Active
CUST_8011,4/13/2020,111,0.76,26426.05,26,Active
CUST_4093,6/15/2022,158,0.17,1711.77,7,At Risk
CUST_2140,7/25/2022,315,0.32,39639.79,7,Active
CUST_8793,8/15/2020,309,0.97,1088.94,8,Churned
CUST_7020,8/4/2020,299,0.99,15011.22,16,Active
CUST_3937,6/4/2023,321,0.51,793.24,3,At Risk
CUST_1209,6/2/2023,232,0.93,19121.97,45,Active
CUST_9055,7/27/2020,53,0.52,3626.45,10,Churned
CUST_2723,2/25/2023,340,0.29,45718.79,7,At Risk
CUST_7494,3/26/2020,237,0.27,21076.13,21,At Risk
CUST_8177,11/4/2022,309,0.93,23245.04,37,At Risk
CUST_9563,8/3/2020,234,0.17,17817.59,31,Churned
CUST_2392,12/8/2020,181,0.58,31561.55,23,Churned
CUST_2953,7/14/2023,55,0.56,39328.2,27,At Risk
CUST_3348,8/29/2020,223,0.74,32583.26,22,Active
CUST_7468,2/24/2021,267,0.5,37536.25,39,Churned
CUST_7563,1/10/2022,350,0.27,45345.7,27,Churned
CUST_2666,11/17/2020,104,0.17,43245.55,49,Active
CUST_3764,8/21/2021,192,0.62,33865.89,4,Churned
CUST_2060,12/21/2023,328,0.72,11124.58,24,Churned
CUST_6959,6/23/2022,58,0.57,32066.29,23,Churned
CUST_4261,11/2/2022,194,0.74,25551.11,48,At Risk
CUST_6548,10/17/2022,215,0.14,36002.35,19,Active
CUST_4281,7/22/2020,83,0.88,41730.12,42,At Risk
CUST_7623,11/11/2020,324,0.58,37264.71,3,At Risk
CUST_3011,8/18/2023,71,0.13,42404.78,27,At Risk
CUST_4815,1/14/2022,314,0.46,3661.39,3,At Risk
CUST_7958,11/16/2021,167,0.84,2065.19,28,At Risk
CUST_9177,10/9/2020,216,0.9,13295.78,17,Churned
CUST_5563,9/8/2020,233,0.26,45082.97,31,Churned
CUST_5472,2/17/2021,71,0.71,41271.13,10,Active
CUST_7557,6/18/2022,317,0.1,34295,49,At Risk
CUST_6834,5/1/2022,55,0.03,35187.55,22,Churned
CUST_8795,1/14/2020,85,0.56,36470.19,30,Churned
CUST_7626,5/17/2021,282,0.69,47158.83,49,Active
CUST_8938,8/28/2022,151,0.8,41693.46,21,At Risk
CUST_9379,11/30/2021,135,0.34,31357.82,36,Active
CUST_5569,8/10/2021,159,0.01,33452.91,23,Active
CUST_3414,10/31/2022,187,0.48,11080.14,38,Churned
CUST_8448,12/16/2020,260,0.02,33037.28,12,Churned
CUST_2770,6/23/2020,337,0.09,21521.61,25,Active
CUST_3001,6/28/2021,120,0.33,8071.61,20,At Risk
CUST_5107,2/1/2022,51,0.44,40416.94,49,Active
CUST_9017,4/29/2022,319,0.28,25757.23,49,Churned
CUST_9147,1/8/2022,139,0.58,48882.54,42,Churned
CUST_4781,7/13/2023,78,0.06,14443.13,7,Churned
CUST_3205,9/23/2023,158,0.14,24293.17,29,At Risk
CUST_1486,5/17/2021,102,0.7,22675.78,48,Churned
CUST_2631,11/6/2020,82,0.14,6478.59,29,At Risk
CUST_1865,12/20/2022,197,0.64,21592.71,13,At Risk
CUST_2117,5/13/2022,74,0.05,14733.9,3,Active
CUST_9161,4/12/2021,134,0.41,8435.86,2,At Risk
CUST_1438,10/9/2020,179,0.18,14466.7,16,Active
CUST_3934,5/28/2022,175,0.11,12045.96,30,At Risk
CUST_7269,4/26/2022,233,0.57,36836.64,38,Churned
CUST_6356,4/18/2022,328,0.93,2023.37,6,At Risk
CUST_3502,7/28/2022,196,0.05,31064.41,45,Active
CUST_5960,11/23/2022,230,0.42,38152.74,7,At Risk
CUST_2578,10/29/2023,163,0.71,24295.81,5,At Risk
CUST_2253,1/10/2022,240,0.46,46612.47,7,Churned
CUST_9518,3/1/2020,77,0.81,35540.09,34,Active
CUST_9064,6/25/2022,155,0.18,37522.22,32,At Risk
CUST_8635,10/25/2020,268,0.96,10248.21,49,Active
CUST_4308,1/21/2020,36,0.39,38976.13,13,Churned
CUST_5809,11/25/2022,301,0.34,41688.69,30,Active
CUST_9157,5/22/2020,66,0.87,18382.69,25,At Risk
CUST_9032,6/22/2020,240,0.56,11061.47,21,Churned
CUST_9270,11/23/2021,194,0.52,19560.01,21,Active
CUST_5287,10/6/2021,154,0.73,37110.59,28,At Risk
CUST_9887,4/2/2022,221,0.58,21173.13,48,Churned
CUST_6629,12/2/2020,247,0.16,36964.27,20,At Risk
CUST_9856,6/7/2022,243,0.67,6121.44,34,At Risk
CUST_9955,5/5/2020,91,0.13,40397.58,5,Active
CUST_1289,3/16/2022,357,0.81,13033.77,18,At Risk
CUST_1517,3/16/2020,190,0.99,12821.98,39,At Risk
CUST_8051,9/14/2023,95,0.38,29723.86,43,Churned
CUST_2951,8/6/2023,315,0.44,3970.84,11,At Risk
CUST_7285,11/5/2020,268,0.05,1801.74,17,Churned
CUST_8374,3/22/2023,49,0.01,13420.92,48,Churned
CUST_6153,4/28/2020,217,0.92,27134.34,45,At Risk
CUST_7165,7/17/2023,111,0.13,45427.01,22,At Risk
CUST_8250,12/31/2023,231,0.45,42398.54,37,Churned
CUST_8531,9/14/2023,161,0.82,24777.1,20,Active
CUST_1589,11/30/2022,66,0.89,2334.07,48,Churned
CUST_1538,8/28/2021,161,0.52,26995.01,48,Active
CUST_3897,5/8/2022,106,0.57,35387.38,48,Active
CUST_5965,4/3/2022,118,0.67,17288.64,46,Active
